identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo
213,517,,1 de mayo,san lorenzo,f,gente que quiere tener tereno,ocupacion ilegal,,1994,menos de 1 año,20000,557,250,557,50,,si,privada,,si,si,no,si,h,"comisión vecinal, topografo",1 año,si,si,,zona de alto riesgo,,si,,senavitat,finalizando,finalizando,si,los propios vecinos,invalid,para uso particular del vendedor,,,,conexión regular,aguateria privada,,100,ANDE,90,si,entre 1 y 3 meses,,si,mas de un año,,servicio de recolección pagado,,gas,,asfalto,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,senavitat,planificacion familiar,no,si,no,no,no,uapa,no,300,,asanblea,no,no,no,no,no,si,no,no,no,no,si,,dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,1,3,2,,,,,,,,"lugar tranquilo, tine acoeso a varias ciudades",,,no
209,282,,villa progreso,capiata,migracion por factores economicos,,mediante una asociacion social,,2007,menos de 1 año,,,300,200,0,,no,sas,,si,si,si,si,sas,,mas de 2 años,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,en tramite con la sas,,no,,,,,,fosa septica y pozo ciego,conexión regular,pozo comunal,,99,ANDE,99,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,,,,,tierra,,tierra,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"senavitat, fonavis, techo, abrazo",si,no,no,no,no,,no,12 personas y si es importante mas de 80,,asamblea,no,no,no,no,si,no,no,no,no,no,si,vertedero,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,1,,2,,,3,,,,,,son unidos,,,no
208,244,17,villa constitucion,capiata,migracion por factores economicos,,mediante una asociacion social,,1992,menos de 1 año,,365,300,365,0,,no,privada,,si,si,si,si,h,SENAVITAT,menos de 1 mes,si,invalid,,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,,,,,,,bueno,en algunas de las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,senavitat,todas,desde el inicio del asentamiento,no,,,si,no,si,no,no,,no,20,,asamblea con votacion,no,no,no,no,no,si,no,no,no,si,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,2,3,4,1,,,,,,5 Falta de unión entre vecinos,,,,,no
207,238,,tierra prometida,capiata,reubicacion,,mediante una asociacion social,,2008,ns/nr,10917641,269,240,100,169,,si,sas,,si,si,si,ns/nr,h,dirigente,de 3 a 6 meses,no,si,,,en proceso,si,sas,,finalizando,,si,persona encargada,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,0,ANDE,100,no,,,si,mas de un año,,entierra,,leña y carbón,,tierra,,tierra,,bueno,no,,provistos por el estado,,,cada 200 metros,no,,,,si,"conavi, vy'a renda",programas de viviendas,si,no,no,no,no,,no,110,,resolucion municipal,no,no,no,no,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),es dificil salir del asentamiento por estar muy lejos de los caminos donde pasan los transportes publicos,,1,,,,,,,2,,transporte y vivienda,la union de la comunidad,,,no
206,280,12,tajy poty,capiata,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2009,menos de 1 año,27000,62,464,62,15,,si,privada,,si,en proceso,no,si,comision vecinal,,no hubo abandono,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,mas de un año,,tira y quema,,,,tierra,,tierra,,malo,no,,no,,,,no,,,,si,senavitat,cualquier ayuda,si,no,no,no,no,,no,60,,asamblea con miembros de la municipalidad,no,no,no,si,no,no,no,no,no,no,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,1,,2,,3,,4,5,,,,,,no
205,412,,sueños y esperanzas,capiata,reubicacion,,ocupacion de tierras cedidas por el estado,,2008,menos de 1 año,,290,7220,290,50,,si,sas,,si,en proceso,si,si,comision vecinal,,de 3 a 6 meses,no,si,,,en proceso,si,sas,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,pozo comunal,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 6 meses y un año,,tira y quema,,,,,,tierra,,bueno,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"viviendas de emergencia, trabajo",100,2011,si,"techo, senavitat",planes de oficina para jovene/ adultos,si,no,no,si,no,,no,150,,1 representante por familia,no,si,no,no,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,,,,e,,,,,,,"tranquilidad, trabajadores",,,Mesa de Trabajo y Programa de Vivienda
204,420,,sin nombre_barrio la victoria,capiata,migracion por factores economicos,,e,cedidas por propietario,2012,menos de 1 año,,6,,7,6,,si,privada,,no,no,no,no,un miembro del asentamiento,,menos de 1 mes,si,si,,no ha habido interes en legalizar las tierras,,no,,,,no existe interés,si,persona encargada,más de 100.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,50,irregular,,si,5,,no,,,tira y quema,,electricidad,,tierra,,tierra,,malo,no,,no,,,,no,,,,no,,no esta interesado por que tiene un costo,no,no,no,no,no,,no,,,,no,no,no,no,si,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,1,2,3,,,,,4,,,la unión entre vecino,,,no
203,305,1,santa librada,capiata,migracion por factores economicos,,e,con permiso de ocupacion del dueño,2015,entre 2 y 3 años,45000,65,300,65,50,,si,privada,,si,si,no,si,comision vecinal,,mas de 2 años,no,si,,,"ya se ha intentado legalizar y no ha habido resultados,zona de algo riesgo",si,sas,,en tramite con la sas,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,0,irregular,0,no,,,no,,,,,,,,,tierra,,regular,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"fonavis, techo, tekopora, abrazo",si,no,no,no,no,,no,50,,asamblea general,no,si,no,no,si,no,no,no,si,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),"el asentamiento se encuentra en una zona de alto riesgo por inundaciones frecuentes a cada lluvia porque se encuentra en medio de dos arroyos muy grandes, hay humedales y estan a 500 metros de cables de alta tension",,1,,2,3,,4,5,6,,7 vde,son unidos y quieren progresar,,,no
202,295,,san valentín,capiata,migracion por factores economicos,,ocupacion ilegal,,2014,ns/nr,22000,42,360,42,21,,no,ns/nr,,si,en proceso,no,si,comision vecinal,,no hubo abandono,no,invalid,,,,,,,,,no,,,,,,hoyo / baño común,,,se provisionan de los vecinos,,irregular,100,no,,,si,,,tira y quema,,leña y carbón,,asfalto,,asfalto,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"techo , urgencia con respeto a la vivienda",si,no,no,no,no,,no,16,,asamblea y votación,no,si,no,no,no,no,si,no,si,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),no tienen problema de emplazamiento,,2,,4,1,3,,6,7,,5 / vivienda,no hay denuncia ni drogadicción / unión entre vecinos,,,no
201,413,,san pedro,capiata,f,por vivir en alquileres,e,cedidas por propietario,2008,entre 2 y 3 años,280,26,282,26,11,,no,sas,,si,si,si,si,sas,,1 año,no,invalid,,,,,,,,,si,persona encargada,más de 500.000Gs,mejoras para el asentamiento,,inodoro conectado a fosa septica,,conexión regular,aguateria privada,,100,irregular,100,si,mas de un año,,no,,,servicio de recolección pagado,,gas,,,,,,bueno,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,si,senavitat,"5 meses por programas pero , no tienen un lugar dond erealizar las actividades",si,no,no,no,no,,no,15,,asamblea y un veedor de la publicidad,no,si,no,no,no,no,si,no,si,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,,,,,2,,1 vivenda,"solidarios, unidos..",,,no
200,421,,san miguel,capiata,ns/nr,,ocupacion ilegal,,2004,menos de 1 año,25000,60,300,60,10,,no,fiscal,,si,no,no,no,comision vecinal,,menos de 1 mes,no,si,,zona de alto riesgo,,no,,,,no puede ser legalizado por encontrarse bajo la alta tensión,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,irregular,0,si,,,no,,,tira y quema,,electricidad,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,si,,cualquier ayuda,si,no,no,si,no,,no,10,,votación,no,si,no,no,si,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,1,,,,,,3,4,2 Falta de unión entre vecinos,,,,,no
199,327,,san martin,capiata,migracion por factores economicos,,e,permiso del dueño,2013,menos de 1 año,10964,53,300,47,26,,no,privada,,si,si,en proceso,si,comision vecinal,,de 3 a 6 meses,no,si,,no ha habido interes en legalizar las tierras,,no,,,iniciando,,no,,,,,inodoro conectado a fosa septica,,,,canilla comunitaria,0,irregular,0,si,entre 1 y 3 meses,,no,,,,,,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"fonavis, techo",si,no,no,no,no,,no,45,,asamblea,no,no,no,no,no,no,no,no,no,no,si,vertedero,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,1,3,4,,,,2 vivienda,"que son unidos, quieren progresar, quieren un lugar mas digno para vivir",,,no
198,274,,san juan bautista,capiata,migracion por factores economicos,,e,el dueño salió del terreno e ingresaron,2013,entre 2 y 3 años,62500,110,417,90,77,,si,privada,,si,si,en proceso,si,comision vecinal,,no hubo abandono,no,si,,,en proceso,no,,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,irregular,0,si,entre 6 meses y un año,,no,,,tira y quema,,gas,,tierra,,tierra,,malo,no,,no,,,,no,,,,no,,,si,no,no,no,no,,no,70%,,a votación,no,no,no,no,si,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),las personas del centro de salud recorren el barrio,7,5,6,,1,3,4,8,9,,2terreno,son unidos y cuentan con el apoyo del dueño,,,no
197,294,,san cayetano,capiata,migracion por factores economicos,,ocupacion ilegal,,2003,menos de 1 año,270,260,288,260,100,,si,sas,,si,en proceso,si,no,sas,,de 3 a 6 meses,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,finalizando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,pozo comunal,,99,irregular,50,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,,,,,tierra,,bueno,únicamente en la calle principal del barrio,,no,,,,no,,250,,no,,"fonavis, senavitat, abrazo",si,no,no,si,no,,no,70,,asamblea general,no,no,no,no,si,no,no,no,no,no,si,vertedero,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,,,,,2,,,,,1 legalizacion,son bastante unidos dentro de la comunidad,,,no
196,354,,san antonio,capiata,migracion por factores economicos,,ocupacion ilegal,,2007,menos de 1 año,30000,100,200,70,25,,si,fiscal,senavitat,si,en proceso,no,si,comision vecinal,,menos de 1 mes,no,si,,,en proceso,si,municipalidad,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,mas de un año,,si,mas de un año,,tira y quema,,,,tierra,,asfalto,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"colocacion de luz, agua, construccion de 12 viviendas (itaipu por medio de la municipalidad), mejoras de calle",12,5 meses,si,,"itaipu, gestion propia",si,no,no,no,no,,no,50,,por medio de la municipalidad (votacion),no,si,no,no,no,no,si,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),,,3,1,2,,4,,6,5,,,"apoyo de la municipalidad, ayuda mutua entre los vecinos",,,no
195,605,,rosa mistica,capiata,migracion por factores economicos,,e,cedidas por el dueño otros para proyecto de asentamientos,2007,menos de 1 año,10000,39,300,37,27,,no,privada,,si,en proceso,en proceso,si,comision vecinal,,de 3 a 6 meses,no,si,,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",aguateria privada,90,irregular,,si,mas de un año,,no,,,tira y quema,,leña y carbón,,,,tierra,,regular,no,,no,,,,no,,,,no,,"senavitad, educación y salud",no,no,no,no,no,comisión de fomento urbano 1 año,no,22,,asamblea,no,no,no,no,no,no,no,no,no,no,si,,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,,,,,,,,,,1 compra de terrenos,"pblacio, espacios verdes, buena organización",,,no
194,355,,refugio divino niño jesus,capiata,desastre natural,,e,por medio de la comisión,2014,menos de 1 año,,,,80,0,,si,privada,,no,no,no,ns/nr,comision vecinal,,1 año,no,si,,invalid,,invalid,,,,,ns/nr,ns/nr,ns/nr,ns/nr,,,disal,,,conexión de agua puesto por la comisión,,irregular,,no,,,no,,,tira y quema,,leña y carbón,,,,tierra,,regular,no,,no,,,,si,"viviendas, colchas, frazadas, chapas de fibrocemento, pañales",100%,de una vez,no,,comedor,si,no,no,no,no,,no,100%,,voto interno,si,si,no,no,no,no,si,si,si,si,no,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),"falta transporte público, los caminos son malos.",,,,,,,,,,,1 alimentos,una buena organización,,,no
193,417,,nueva esperanza,capiata,migracion por factores economicos,,mediante una asociacion social,,2008,menos de 1 año,190000,,360,285,50,,si,sas,,si,si,si,si,comision vecinal,,menos de 1 mes,no,si,,invalid,,si,sas,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,junta de saneamiento,,100,ANDE,80,si,mas de un año,,si,mas de un año,,tira y quema,,electricidad,,tierra,,tierra,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,"salud, educación, vivienda",si,no,no,si,no,,no,40,,votación,no,no,no,no,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),era un terreno privado antes,,,,,,1,,2,3,,,buena organización,,,no
192,233,,niño jesus,capiata,migracion por factores economicos,,ocupacion ilegal,,2003,entre 5 y 10 años,50000,75,300,150,20,,si,privada,,si,en proceso,si,no,h,,menos de 1 mes,no,si,,,no hay comision vecinal,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,,tanque donado por la gobernación,donada por el gobernacion,100,ANDE,7,si,mas de un año,,si,mas de un año,,tira y quema,,gas,,tierra,,tierra,,regular,no,,hechos por los vecinos,,únicamente en la calle principal,,no,,,,no,,cualquier organisacion que les pueda ayudar,no,no,no,si,no,,no,,,,no,no,no,no,no,no,no,no,no,no,no,,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),"falta de servicio de rocolector de basura, legalizacion de terrenos, falta de medidor de luz",,3,4,5,,,,1,6,,2 flata de union de los vecinos,,,,no
